char,height,origin_path,path,seg_areas,src_height,src_width,width,x1,x2,y1,y2,isTrain,label
1,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03741.JPG,char_data/1/DSC03741.JPG_5.jpg,1073,480,640,29,401,430,362,399,False,3
1,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03757.JPG,char_data/1/DSC03757.JPG_2.jpg,320,480,640,10,205,215,337,369,False,3
1,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor4/DSC03781.JPG,char_data/1/DSC03781.JPG_2.jpg,697,480,640,17,262,279,376,417,False,3
1,67,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC03837.JPG,char_data/1/DSC03837.JPG_2.jpg,1742,480,640,26,295,321,301,368,False,3
1,34,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC03839.JPG,char_data/1/DSC03839.JPG_6.jpg,510,480,640,15,258,273,363,397,False,3
1,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC03839.JPG,char_data/1/DSC03839.JPG_7.jpg,576,480,640,16,351,367,368,404,False,3
1,39,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC03839.JPG,char_data/1/DSC03839.JPG_8.jpg,624,480,640,16,366,382,364,403,False,3
1,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC03842.JPG,char_data/1/DSC03842.JPG_2.jpg,576,480,640,16,269,285,228,264,False,3
1,51,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC03847.JPG,char_data/1/DSC03847.JPG_2.jpg,918,480,640,18,525,543,10,61,False,3
1,80,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04016.JPG,char_data/1/DSC04016.JPG_8.jpg,2880,480,640,36,396,432,105,185,False,3
1,74,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04016.JPG,char_data/1/DSC04016.JPG_9.jpg,3108,480,640,42,436,478,107,181,False,3
1,69,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04016.JPG,char_data/1/DSC04016.JPG_10.jpg,2622,480,640,38,168,206,321,390,False,3
1,73,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04016.JPG,char_data/1/DSC04016.JPG_11.jpg,2555,480,640,35,440,475,323,396,False,3
1,52,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04017.JPG,char_data/1/DSC04017.JPG_8.jpg,2392,480,640,46,15,61,5,57,False,3
1,51,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04017.JPG,char_data/1/DSC04017.JPG_9.jpg,2346,480,640,46,63,109,3,54,False,3
1,52,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04017.JPG,char_data/1/DSC04017.JPG_10.jpg,1196,480,640,23,378,401,423,475,False,3
1,52,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04017.JPG,char_data/1/DSC04017.JPG_11.jpg,1716,480,640,33,402,435,426,478,False,3
1,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04056.JPG,char_data/1/DSC04056.JPG_2.jpg,390,480,640,13,548,561,300,330,False,3
1,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04061.JPG,char_data/1/DSC04061.JPG_2.jpg,520,480,640,13,522,535,143,183,False,3
1,26,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04086.JPG,char_data/1/DSC04086.JPG_2.jpg,234,480,640,9,466,475,374,400,False,3
1,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04092.JPG,char_data/1/DSC04092.JPG_2.jpg,330,480,640,11,182,193,328,358,False,3
1,49,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04094.JPG,char_data/1/DSC04094.JPG_4.jpg,1568,480,640,32,374,406,386,435,False,3
1,51,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04094.JPG,char_data/1/DSC04094.JPG_5.jpg,1530,480,640,30,495,525,387,438,False,3
1,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04115.JPG,char_data/1/DSC04115.JPG_2.jpg,450,480,640,15,280,295,364,394,False,3
1,36,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04122.JPG,char_data/1/DSC04122.JPG_2.jpg,396,480,640,11,372,383,412,448,False,3
1,41,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04139.JPG,char_data/1/DSC04139.JPG_6.jpg,820,480,640,20,340,360,398,439,False,3
1,44,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04139.JPG,char_data/1/DSC04139.JPG_7.jpg,572,480,640,13,360,373,396,440,False,3
1,49,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04139.JPG,char_data/1/DSC04139.JPG_8.jpg,637,480,640,13,374,387,395,444,False,3
1,42,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04140.JPG,char_data/1/DSC04140.JPG_2.jpg,420,480,640,10,589,599,342,384,False,3
1,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04144.JPG,char_data/1/DSC04144.JPG_2.jpg,595,480,640,17,368,385,419,454,False,3
1,30,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04151.JPG,char_data/1/DSC04151.JPG_2.jpg,450,480,640,15,557,572,349,379,False,3
1,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04330.JPG,char_data/1/DSC04330.JPG_6.jpg,736,480,640,23,301,324,192,224,False,3
1,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04330.JPG,char_data/1/DSC04330.JPG_7.jpg,735,480,640,21,477,498,163,198,False,3
1,61,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04330.JPG,char_data/1/DSC04330.JPG_8.jpg,976,480,640,16,517,533,357,418,False,3
1,40,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04337.JPG,char_data/1/DSC04337.JPG_2.jpg,1040,480,640,26,493,519,322,362,False,3
1,43,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04395.JPG,char_data/1/DSC04395.JPG_2.jpg,989,480,640,23,130,153,289,332,False,3
1,57,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04401.JPG,char_data/1/DSC04401.JPG_2.jpg,1482,480,640,26,535,561,248,305,False,3
1,196,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04447.JPG,char_data/1/DSC04447.JPG_2.jpg,10192,480,640,52,585,637,81,277,False,3
1,62,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor5/DSC04450.JPG,char_data/1/DSC04450.JPG_2.jpg,2046,480,640,33,275,308,56,118,False,3
1,59,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/080116-0057.jpg,char_data/1/080116-0057.jpg_2.jpg,1652,1200,1600,28,587,615,821,880,False,3
1,26,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/117.JPG,char_data/1/117.JPG_4.jpg,234,480,640,9,367,376,265,291,False,3
1,22,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/117.JPG,char_data/1/117.JPG_5.jpg,154,480,640,7,507,514,264,286,False,3
1,34,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010018.JPG,char_data/1/P1010018.JPG_2.jpg,442,480,640,13,535,548,242,276,False,3
1,28,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010020.JPG,char_data/1/P1010020.JPG_2.jpg,700,480,640,25,144,169,232,260,False,3
1,42,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010021.JPG,char_data/1/P1010021.JPG_2.jpg,1134,480,640,27,381,408,205,247,False,3
1,127,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010045.JPG,char_data/1/P1010045.JPG_2.jpg,12827,480,640,101,188,289,149,276,False,3
1,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010056.JPG,char_data/1/P1010056.JPG_2.jpg,525,480,640,15,365,380,230,265,False,3
1,116,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010063.JPG,char_data/1/P1010063.JPG_2.jpg,4988,480,640,43,191,234,129,245,False,3
1,55,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010067.JPG,char_data/1/P1010067.JPG_4.jpg,1210,480,640,22,160,182,317,372,False,3
1,55,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010067.JPG,char_data/1/P1010067.JPG_5.jpg,1485,480,640,27,529,556,310,365,False,3
1,35,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010074.JPG,char_data/1/P1010074.JPG_4.jpg,1575,480,640,45,427,472,300,335,False,3
1,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010074.JPG,char_data/1/P1010074.JPG_5.jpg,925,480,640,25,609,634,297,334,False,3
1,26,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010082.JPG,char_data/1/P1010082.JPG_4.jpg,390,480,640,15,405,420,233,259,False,3
1,25,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010082.JPG,char_data/1/P1010082.JPG_5.jpg,300,480,640,12,471,483,233,258,False,3
1,37,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010084.JPG,char_data/1/P1010084.JPG_4.jpg,740,480,640,20,11,31,187,224,False,3
1,46,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010084.JPG,char_data/1/P1010084.JPG_5.jpg,1380,480,640,30,567,597,192,238,False,3
1,27,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010096.JPG,char_data/1/P1010096.JPG_2.jpg,378,480,640,14,283,297,202,229,False,3
1,22,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010099.JPG,char_data/1/P1010099.JPG_4.jpg,308,480,640,14,529,543,207,229,False,3
1,24,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010099.JPG,char_data/1/P1010099.JPG_5.jpg,360,480,640,15,557,572,207,231,False,3
1,23,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010138.JPG,char_data/1/P1010138.JPG_4.jpg,506,480,640,22,503,525,191,214,False,3
1,24,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/P1010138.JPG,char_data/1/P1010138.JPG_5.jpg,504,480,640,21,529,550,190,214,False,3
1,32,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/크기변환_P1010029.JPG,char_data/1/크기변환_P1010029.JPG_8.jpg,320,480,640,10,48,58,14,46,False,3
1,60,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/크기변환_P1010029.JPG,char_data/1/크기변환_P1010029.JPG_9.jpg,1380,480,640,23,209,232,258,318,False,3
1,68,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/크기변환_P1010029.JPG,char_data/1/크기변환_P1010029.JPG_10.jpg,2244,480,640,33,391,424,261,329,False,3
1,61,kaist_dataset/Mixed/Digital_Camera/(C.S)C-outdoor6/크기변환_P1010029.JPG,char_data/1/크기변환_P1010029.JPG_11.jpg,1708,480,640,28,485,513,264,325,False,3
1,164,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02726.JPG,char_data/1/DSC02726.JPG_2.jpg,16892,480,640,103,200,303,34,198,False,3
1,156,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02739.JPG,char_data/1/DSC02739.JPG_2.jpg,11232,480,640,72,360,432,319,475,False,3
1,54,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02771.JPG,char_data/1/DSC02771.JPG_2.jpg,1404,480,640,26,44,70,251,305,False,3
1,47,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02772.JPG,char_data/1/DSC02772.JPG_2.jpg,1034,480,640,22,112,134,328,375,False,3
1,56,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02775.JPG,char_data/1/DSC02775.JPG_2.jpg,1848,480,640,33,17,50,226,282,False,3
1,52,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02776.JPG,char_data/1/DSC02776.JPG_2.jpg,1144,480,640,22,50,72,267,319,False,3
1,44,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC02780.JPG,char_data/1/DSC02780.JPG_2.jpg,1012,480,640,23,82,105,273,317,False,3
1,47,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC03980.JPG,char_data/1/DSC03980.JPG_2.jpg,1598,480,640,34,318,352,306,353,False,3
1,47,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC03986.JPG,char_data/1/DSC03986.JPG_8.jpg,423,480,640,9,281,290,163,210,False,3
1,50,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC03986.JPG,char_data/1/DSC03986.JPG_9.jpg,800,480,640,16,343,359,159,209,False,3
1,49,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC03986.JPG,char_data/1/DSC03986.JPG_10.jpg,637,480,640,13,377,390,157,206,False,3
1,43,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC03986.JPG,char_data/1/DSC03986.JPG_11.jpg,602,480,640,14,423,437,161,204,False,3
1,26,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC04005.JPG,char_data/1/DSC04005.JPG_6.jpg,338,480,640,13,316,329,441,467,False,3
1,24,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC04005.JPG,char_data/1/DSC04005.JPG_7.jpg,384,480,640,16,329,345,441,465,False,3
1,24,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor1/DSC04005.JPG,char_data/1/DSC04005.JPG_8.jpg,384,480,640,16,490,506,440,464,False,3
1,42,kaist_dataset/Mixed/Digital_Camera/(C.S)D-indoor2/DSC04421.JPG,char_data/1/DSC04421.JPG_2.jpg,672,480,640,16,577,593,218,260,False,3
1,35,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02569.JPG,char_data/1/DSC02569.JPG_4.jpg,595,480,640,17,367,384,413,448,False,3
1,39,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02569.JPG,char_data/1/DSC02569.JPG_5.jpg,624,480,640,16,405,421,406,445,False,3
1,49,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02575.JPG,char_data/1/DSC02575.JPG_4.jpg,1421,480,640,29,364,393,360,409,False,3
1,52,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02575.JPG,char_data/1/DSC02575.JPG_5.jpg,1040,480,640,20,393,413,358,410,False,3
1,36,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02585.JPG,char_data/1/DSC02585.JPG_2.jpg,468,480,640,13,468,481,419,455,False,3
1,52,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02595.JPG,char_data/1/DSC02595.JPG_2.jpg,1924,480,640,37,374,411,347,399,False,3
1,33,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/DSC02903.JPG,char_data/1/DSC02903.JPG_2.jpg,330,480,640,10,412,422,268,301,False,3
1,29,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/P1010151.JPG,char_data/1/P1010151.JPG_2.jpg,290,480,640,10,532,542,202,231,False,3
1,71,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/P1010152.JPG,char_data/1/P1010152.JPG_6.jpg,3124,480,640,44,292,336,220,291,False,3
1,76,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/P1010152.JPG,char_data/1/P1010152.JPG_7.jpg,2584,480,640,34,436,470,217,293,False,3
1,68,kaist_dataset/Mixed/Digital_Camera/(C.S)E-night/P1010152.JPG,char_data/1/P1010152.JPG_8.jpg,2856,480,640,42,467,509,222,290,False,3
1,77,kaist_dataset/Mixed/Digital_Camera/(C.S)F-others/097.jpg,char_data/1/097.jpg_2.jpg,3542,480,640,46,403,449,196,273,False,3
1,33,kaist_dataset/Mixed/Digital_Camera/(C.S)F-others/2007-12-08-day-044.jpg,char_data/1/2007-12-08-day-044.jpg_4.jpg,396,1200,1600,12,1088,1100,835,868,False,3
1,33,kaist_dataset/Mixed/Digital_Camera/(C.S)F-others/2007-12-08-day-044.jpg,char_data/1/2007-12-08-day-044.jpg_5.jpg,429,1200,1600,13,1096,1109,832,865,False,3
1,45,kaist_dataset/Mixed/Digital_Camera/(C.S)F-others/2007-12-08-day-113.jpg,char_data/1/2007-12-08-day-113.jpg_2.jpg,810,1200,1600,18,984,1002,442,487,False,3
1,42,kaist_dataset/Mixed/Digital_Camera/(C.S)F-others/DSC02504.JPG,char_data/1/DSC02504.JPG_2.jpg,1050,480,640,25,277,302,338,380,False,3
1,58,kaist_dataset/Mixed/Digital_Camera/(C.S)F-others/DSC02777.JPG,char_data/1/DSC02777.JPG_2.jpg,1856,480,640,32,51,83,315,373,False,3
1,30,kaist_dataset/Mixed/Mobile_Phone/(C.M)A-outdoor/P090912036.jpg,char_data/1/P090912036.jpg_4.jpg,330,480,640,11,322,333,190,220,False,3
1,33,kaist_dataset/Mixed/Mobile_Phone/(C.M)A-outdoor/P090912036.jpg,char_data/1/P090912036.jpg_5.jpg,495,480,640,15,333,348,189,222,False,3
1,34,kaist_dataset/Mixed/Mobile_Phone/(C.M)A-outdoor/P090912038.jpg,char_data/1/P090912038.jpg_2.jpg,408,480,640,12,299,311,159,193,False,3
1,75,kaist_dataset/Mixed/Mobile_Phone/(C.M)A-outdoor/P090912062.jpg,char_data/1/P090912062.jpg_4.jpg,3150,480,640,42,11,53,3,78,False,3
1,74,kaist_dataset/Mixed/Mobile_Phone/(C.M)A-outdoor/P090912062.jpg,char_data/1/P090912062.jpg_5.jpg,3256,480,640,44,69,113,94,168,False,3
1,59,kaist_dataset/Mixed/Mobile_Phone/(C.M)B-indoor/P090831007.jpg,char_data/1/P090831007.jpg_10.jpg,2301,480,640,39,122,161,132,191,False,3
1,65,kaist_dataset/Mixed/Mobile_Phone/(C.M)B-indoor/P090831007.jpg,char_data/1/P090831007.jpg_11.jpg,2145,480,640,33,249,282,128,193,False,3
1,60,kaist_dataset/Mixed/Mobile_Phone/(C.M)B-indoor/P090831007.jpg,char_data/1/P090831007.jpg_12.jpg,1680,480,640,28,321,349,135,195,False,3
1,65,kaist_dataset/Mixed/Mobile_Phone/(C.M)B-indoor/P090831007.jpg,char_data/1/P090831007.jpg_13.jpg,1690,480,640,26,253,279,198,263,False,3
1,66,kaist_dataset/Mixed/Mobile_Phone/(C.M)B-indoor/P090831007.jpg,char_data/1/P090831007.jpg_14.jpg,2178,480,640,33,249,282,267,333,False,3
T,105,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/DSC02317.JPG,char_data/T/DSC02317.JPG_2.jpg,6615,480,640,63,101,164,225,330,True,29
T,71,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/DSC02423.JPG,char_data/T/DSC02423.JPG_4.jpg,3905,480,640,55,572,627,170,241,True,29
T,44,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/DSC02423.JPG,char_data/T/DSC02423.JPG_5.jpg,1936,480,640,44,470,514,244,288,True,29
T,72,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/DSC03079.JPG,char_data/T/DSC03079.JPG_2.jpg,2736,480,640,38,194,232,317,389,True,29
T,41,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.JPG,char_data/T/P1010044.JPG_6.jpg,1066,480,640,26,219,245,357,398,True,29
T,34,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.JPG,char_data/T/P1010044.JPG_7.jpg,918,480,640,27,250,277,120,154,True,29
T,35,kaist_dataset/English/Digital_Camera/(E.S)A-shadow/P1010044.JPG,char_data/T/P1010044.JPG_8.jpg,910,480,640,26,277,303,153,188,True,29
T,172,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_28.jpg,13416,1200,1600,78,1059,1137,332,504,True,29
T,39,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_29.jpg,819,1200,1600,21,452,473,825,864,True,29
T,37,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_30.jpg,370,1200,1600,10,506,516,826,863,True,29
T,25,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_31.jpg,300,1200,1600,12,991,1003,825,850,True,29
T,28,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_32.jpg,504,1200,1600,18,1156,1174,822,850,True,29
T,34,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_33.jpg,476,1200,1600,14,815,829,825,859,True,29
T,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_34.jpg,589,1200,1600,19,623,642,826,857,True,29
T,30,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_35.jpg,360,1200,1600,12,734,746,800,830,True,29
T,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_36.jpg,660,1200,1600,20,557,577,772,805,True,29
T,33,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_37.jpg,627,1200,1600,19,726,745,770,803,True,29
T,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_38.jpg,416,1200,1600,13,821,834,771,803,True,29
T,37,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_39.jpg,481,1200,1600,13,871,884,766,803,True,29
T,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_40.jpg,416,1200,1600,13,1135,1148,769,801,True,29
T,31,kaist_dataset/English/Digital_Camera/(E.S)B-light/080116-0059.jpg,char_data/T/080116-0059.jpg_41.jpg,558,1200,1600,18,1174,1192,771,802,True,29
T,78,kaist_dataset/English/Digital_Camera/(E.S)B-light/080119-0038.jpg,char_data/T/080119-0038.jpg_2.jpg,5304,1200,1600,68,977,1045,683,761,True,29
T,51,kaist_dataset/English/Digital_Camera/(E.S)B-light/DSC02712.JPG,char_data/T/DSC02712.JPG_2.jpg,1734,480,640,34,150,184,213,264,True,29
T,32,kaist_dataset/English/Digital_Camera/(E.S)B-light/v.jpg,char_data/T/v.jpg_2.jpg,864,240,320,27,24,51,50,82,True,29
T,25,kaist_dataset/English/Digital_Camera/(E.S)B-light/x.jpg,char_data/T/x.jpg_2.jpg,400,240,320,16,123,139,108,133,True,29
T,60,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/031.JPG,char_data/T/031.JPG_8.jpg,2640,480,640,44,134,178,188,248,True,29
T,24,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/031.JPG,char_data/T/031.JPG_9.jpg,408,480,640,17,103,120,318,342,True,29
T,22,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/031.JPG,char_data/T/031.JPG_10.jpg,352,480,640,16,495,511,320,342,True,29
T,45,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/031.JPG,char_data/T/031.JPG_11.jpg,1665,480,640,37,303,340,351,396,True,29
T,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/041.JPG,char_data/T/041.JPG_2.jpg,1008,480,640,24,421,445,247,289,True,29
T,72,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/055.JPG,char_data/T/055.JPG_2.jpg,3600,480,640,50,332,382,184,256,True,29
T,26,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/056.JPG,char_data/T/056.JPG_8.jpg,312,480,640,12,497,509,251,277,True,29
T,45,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/064.JPG,char_data/T/064.JPG_4.jpg,1080,480,640,24,472,496,189,234,True,29
T,42,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/064.JPG,char_data/T/064.JPG_5.jpg,1092,480,640,26,496,522,188,230,True,29
T,43,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/080116-0065.jpg,char_data/T/080116-0065.jpg_2.jpg,1204,600,800,28,460,488,338,381,True,29
T,66,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/080118-0011.jpg,char_data/T/080118-0011.jpg_6.jpg,2574,1200,1600,39,709,748,936,1002,True,29
T,72,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/080118-0011.jpg,char_data/T/080118-0011.jpg_7.jpg,4320,1200,1600,60,746,806,458,530,True,29
T,65,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/080118-0011.jpg,char_data/T/080118-0011.jpg_8.jpg,3445,1200,1600,53,805,858,529,594,True,29
T,67,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/080119-0012.jpg,char_data/T/080119-0012.jpg_2.jpg,4087,1200,1600,61,847,908,553,620,True,29
T,41,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/089.jpg,char_data/T/089.jpg_4.jpg,779,480,640,19,369,388,289,330,True,29
T,57,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/089.jpg,char_data/T/089.jpg_5.jpg,1539,480,640,27,507,534,268,325,True,29
T,77,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/110.jpg,char_data/T/110.jpg_2.jpg,4389,480,640,57,320,377,195,272,True,29
T,102,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/129.JPG,char_data/T/129.JPG_2.jpg,4692,480,640,46,300,346,193,295,True,29
T,134,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/2007-12-09-day-exterior-063.jpg,char_data/T/2007-12-09-day-exterior-063.jpg_5.jpg,12998,1200,1600,97,966,1063,441,575,True,29
T,46,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/6.jpg,char_data/T/6.jpg_4.jpg,1610,255,731,35,475,510,95,141,True,29
T,46,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/6.jpg,char_data/T/6.jpg_5.jpg,1610,255,731,35,512,547,95,141,True,29
T,96,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/DSC02306.JPG,char_data/T/DSC02306.JPG_2.jpg,7296,480,640,76,464,540,147,243,True,29
T,88,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/DSC02345.JPG,char_data/T/DSC02345.JPG_8.jpg,8096,480,640,92,203,295,139,227,True,29
T,31,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/DSC02345.JPG,char_data/T/DSC02345.JPG_9.jpg,434,480,640,14,161,175,239,270,True,29
T,28,kaist_dataset/English/Digital_Camera/(E.S)C-outdoor1/DSC02345.JPG,char_data/T/DSC02345.JPG_10.jpg,756,480,640,27,222,249,240,268,True,29
